"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Clear de park, ants! We about to see some sick moves!","Skate Bird","Clear de park, ants! We about to see some sick moves!","Ab geht er, Ameisen! Gleich sehen wir ’n paar krasse Moves!","Libérez la piste, les gonzesses ! Matez un peu sa technique !","Smammare, formiche! State per vedere dei trick che spaccano!","Hustu pista, iñurriak! Oain mugimendu zoroooak ikusiko ttuzue!","Муравьи, расчищайте поляну! Сейчас вы увидите кое-что отпадное!","アリたち！　ばしょを あけて！　シックなムーブが見られるよ！","Libera espaço, formigada, que agora a chapa vai esquentá!","清空公园，蚂蚁们！准备好看超牛表演！"
"U ready to skate??","Skate Bird","U ready to skate??","Alles klar zum Skaten?!","T'es prête à skater ??","Pronta a skateare?","Irrixtatzeko prest??","Готова кататсо???","スケボーする？","Pronta pra arrasar?","准备好开始滑了？？"
"Sick! Let's get u ur board!","Skate Bird","Sick! Let's get u ur board!","Krass! Checken wir dir ’n Board ab!","Cool ! J'vais te chercher un skate !","Grande! Recuperiamo una tavola!","Hoi den-eta! Eeemaiozue taula bat!","Жжошь! Тебе нужен свой скейт!","うれし～！　ボード もってきて！","Irado! Vâmo arrumá um esqueite pra tu!","赞！给你拿来你的滑板！"
"Okies, u come back whenever u feel like skating!","Skate Bird","Okies, u come back whenever u feel like skating!","Okay, schau einfach vorbei, wennde Skaten willst!","Pas de prob, reviens quand ça te dit de rouler !","Come vuoi. Torna quando vuoi spaccare due rampe!","Itzel, buelta hadi irrixtatzeko prest hagoanean!","Оки! Приходи, когда захочешь покататсо!","おっけぃ。またスケボーしたくなったら もどってきて！","Pode crê! Quando quiser andar mais, é só chegar aqui!","得了，想玩儿滑板随时来找我哈！"
"Gnarly Mate!","Skater ant","Gnarly Mate!","Abgefahren!","Chan-mé, frangine !","Fiiico!","Bikain, txo!","Отпад!","よう ヤベーなー！","Animal, truta!","太牛了，伙计！"
"That bird is a ripper skater!","Skater ant","That bird is a ripper skater!","Der Vogel ist ein kranker Skater, Mann!","Matez un peu notre pro du skate !","Quell'uccellino spacca con lo skate!","Txori hori irristatzeko jaio zen!","Эта птица — нереальный скейтер!","あの鳥、やべースケーターだぜ！","Aquela ave é fera no esqueite!","那只鸟是滑板大牛！"
"I'm always doing a boneless!","Skater ant","I'm always doing a boneless!","Ich mach immer ’nen Boneless!","Ma figure préférée, c'est le ollie. Pourtant je suis pas fatigué !","Certo che non ho spina dorsale...","Bizkarrezurra gelatinazkoa dauka!","Я всегда держу стойку!","とくいわざはアーリーグラブだぜ！　なんせ……","Minhas patas já tão começando a formigar…","二维的我，一直想学会三维的手抓板技巧！"
"Get it... ?","Skater ant","Get it... ?","Haste kapiert …?","Tu piges... ?","Sono un invertebrato!","Ulertzen... ?","Дошло?..","アリだからな！","Sacou…?","你明白吧……？"
"This park is so rad!","Skater ant","This park is so rad!","Dieser Park ist so extrem!","Il est trop stylé, ce parc !","'sto skate park spacca troppo!","Parke hau izugarria da!","Этот парк суперкрутой!","このスケートパーク マジ アツいよなー！","Essa pista é mó irada, aí!","这个公园太拉风了！"
"This park is so secret!","Skater ant","This park is so secret!","Dieser Park ist top secret!","Ce parc est bien caché !","È troppo segreto!","Parke hau sekretua da!","Этот парк суперсекретный!","このスケートパーク マジ ヒミツいよなー！","Essa pista é um achado!","这个公园太隐秘了！"
"No posers ever find it!","Skater ant","No posers ever find it!","Poser werden den nie finden!","Aucun relou ne viendra nous embêter !","I poser non lo troveranno mai!","Itxurati harroputzek ez dute inoiz aurkituko!","Ламеры его никогда не найдут!","ニセモノは ぜったい たどりつけねーよなー！","Só quem manja conhece.","那些打卡拍照的虫都找不到这里！"
"Hey pal!","Generic engineering ant","Hey pal!","Hey, Kumpel.","Salut, l'amie !","Ehi, amica!","Ei, adiskide!","Привет!","やあ そこの！","Ei, amiguinha!","你好，朋友！"
"You got a minute?","Generic engineering ant","You got a minute?","Hast du ’ne Minute?","Tu as une minute ?","Hai un minuto?","Baduzu unetxo bat?","Есть минутка?","ちょっと いいか？","Tem um minuto?","你有时间吗？"
"We were working on a new tunnel here when the roof caved in.","Generic engineering ant","We were working on a new tunnel here when the roof caved in.","Wir haben an einem neuen Tunnel gearbeitet, als das Dach einstürzte.","On était en train de bosser sur un nouveau tunnel, mais le plafond s'est effondré.","Stavamo lavorando a una nuova galleria, ma il soffitto ha ceduto.","Tunel batean lanean ari ginen, eta lurjausi bat egon da.","Мы тут строили новый туннель, и он обвалился.","ここで新しいトンネルを作ってたときに、てんじょうが おちてきてさ。","Estávamos trabalhando em um novo túnel quando o teto cedeu.","屋顶塌陷的时候，我们正在这里修一条新隧道。"
"My Comrades are heading back to get more supplies now,","Generic engineering ant","My Comrades are heading back to get more supplies now,","Meine Genossinnen sind auf dem Weg zurück, um mehr Material zu holen,","Mes camarades ont fait demi-tour pour aller chercher du matériel,","I miei compagni stanno tornando indietro per fare rifornimento,","Burkideak hornigai bila joan dira bueltan,","Мои товарищи идут обратно за стройматериалами,","同志（どうし）たちは さっき ぶっしあつめに もどっていったんだが、","Meus camaradas voltaram pra pegar mais suprimentos,","我们的同志们已经回去取补给了，"
"but our spider-bot is still stuck under the rubble!","Generic engineering ant","but our spider-bot is still stuck under the rubble!","aber unser Spinnenbot ist noch immer verschüttet.","mais notre mécaraignée est toujours coincée sous les gravats !","ma il nostro ragnobot è ancora bloccato sotto le macerie!","baina gure armiarmabot-a hondakinen pean harrapatua dago!","но наш робопаук застрял под обломками!","じつはスパイダーボットが まだガレキの下なんだ。","mas a nossa aranha-robô ainda tá presa entre os escombros!","但是我们的机器蛛陷在瓦砾里了！"
"Think you could help me hoist him out of there?","Generic engineering ant","Think you could help me hoist him out of there?","Meinst du, du könntest mir bei der Bergung helfen?","Tu pourrais m'aider à la sortir de là ?","Non è che potresti aiutarmi a tirarlo fuori da lì sotto?","Lurpetik ateratzen laguntzerik bai?","Поможешь мне его вытащить?","ひっぱりだすのを てつだってくれないかな？","Consegue me ajudar a tirá-la de lá?","你能帮我把他拉上来吗？"
"Recover the spider-bot","Journal quest text","Recover the spider-bot","Birg den Spinnenbot","Sors la mécaraignée des décombres","Recupera il ragnobot","Berreskuratu armiarmabot-a","Откопать робопаука","スパイダーボットを かいしゅうする","Recupere a aranha-robô","恢复机器蛛"
"Can you help me hoist the bot out of this rubble?","Generic engineering ant","Can you help me hoist the bot out of this rubble?","Kannst du mir helfen, den Bot aus dem Schutt zu heben?","Peux-tu m'aider à sortir le robot des gravats ?","Mi aiuteresti a tirare fuori dalle macerie il ragnobot?","Lagun nazakezu hondakinetatik robota berreskuratzen?","Поможешь мне вытащить робопаука из-под завала?","ガレキの中からロボットを ひっぱりあげてくれるかい？","Consegue me ajudar a tirar a aranha-robô dos escombros?","你能帮我把机器蛛从瓦砾里拉上来吗？"
"Thanks bud.","Generic engineering ant","Thanks bud.","Danke, Kumpel.","Merci, l'amie.","Grazie, amica.","Milesker, lagun.","Спасибо, паучок.","ありがとう。","Valeu, amiguinha.","谢了，伙计。"
"Those old bots are real hard to replace.","Generic engineering ant","Those old bots are real hard to replace.","Diese alten Bots sind schwer zu ersetzen.","Ces vieux robots ne sont pas faciles à remplacer.","Questi vecchi ragnobot sono difficili da rimpiazzare.","Robot zahar hauek ordezkatzea oso zaila izaten da.","Этих старых роботов трудно заменить.","こういう古いロボットは かわりも なかなか なくてさ。","Esse robôs antigos são difíceis de substituir.","这些老机器虫真是难以取代。"
"You're a lifesaver!","Generic engineering ant","You're a lifesaver!","Was würden wir nur ohne dich tun?!","Tu me sauves la vie !","Ci hai salvato la vita!","Gure salbatzailea zara!","Ты нас спасла!","本当に たすかったよ！","Você salvou a minha vida!","你真是帮了我的大忙！"
"I'm just keeping watch of the worksite while I wait for more supplies.","Generic engineering ant","I'm just keeping watch of the worksite while I wait for more supplies.","Ich behalte hier nur alles im Auge, bis weiteres Material ankommt.","Je monte juste la garde sur le chantier en attendant le réapprovisionnement.","Tengo d'occhio il cantiere, mentre aspetto che tornino coi rifornimenti.","Lan-eremua zaintzen ari naiz, hornigaiak iritsi bitartean.","Я просто слежу за стройплощадкой и жду материалы.","わたしは ぶっしが来るまで げんばを見はるとしよう。","Vou ficar aqui cuidando do canteiro de obras enquanto aguardo pelos suprimentos.","我等补给的时候会继续看着这个工地的。"
"zhoooOOOOM!","Spider-bot","zhoooOOOOM!","zooooOOOOOM!","zhoooOUUUM !","zoooOOOM!","zhoooOOOOM!","Вж-ж-ж-Ж-Ж-Ж!","ズウゥゥゥゥゥン！","zhoooOOOOM!","轰隆隆！"
"[GREETINGS STRANGER]","Spider-bot","[GREETINGS STRANGER]","[SEI GEGRÜSST, FREMDE]","[BONJOUR, ÉTRANGÈRE]","[SALVE ESTRANEA]","[KAIXO, EZEZAGUNA]","[ЗДРАВСТВУЙ, НЕЗНАКОМКА]","[ゴキゲンヨウ　見知ラヌ 虫ヨ]","[SAUDAÇÕES, ARANHA]","[你好陌生虫]"
"[GREETINGS ENGINEER]","Spider-bot","[GREETINGS ENGINEER]","[SEI GEGRÜSST, PIONIERIN]","[BONJOUR, INGÉNIEURE]","[SALVE GENIERA]","[KAIXO, INGENIARIA]","[ЗДРАВСТВУЙ, ИНЖЕНЕР]","[ゴキゲンヨウ　エンジニアヨ]","[SAUDAÇÕES, ENGENHEIRO]","[你好工程师]"
