"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"I'm going to build my new hive on the magic island!","PRINCESS Bee","I'm going to build my new hive on the magic island!","Ich werde auf der magischen Insel einen neuen Stock errichten!","Nire erlauntza berria uharte magikoan eraikiko dut!","Ho intenzione di costruire il mio alveare sull'isola magica!","¡Voy a construir mi nueva colmena en la isla mágica!","Я построю свой улей на волшебном острове!","わたし、あの まほうの しまに、新しい すを作ろうと思うの！","Eu vou construir a minha nova colmeia na ilha mágica!","我要在魔法岛建立我的新蜂群！"
"Isn't that exciting??","PRINCESS Bee","Isn't that exciting??","Ist das nicht aufregend?","Zoragarria, ezta??","Non è un'idea fenomenale?","¿A que es genial?","Здорово, правда?","すばらしいと思わない??","Não é demais?!","太让虫激动了，对不对？？"
"Anyway, I'm glad I caught you here. I was just about to head out!","PRINCESS Bee","Anyway, I'm glad I caught you here. I was just about to head out!","Ich bin jedenfalls froh, dich hier erwischt zu haben. Ich wollte gerade aufbrechen!","Edonola ere, pozten nau zu hemen aurkitu izanak. Harantz abiatzear nago!","Comunque, sono felice di averti vista. Stavo giusto per partire!","Bueno, me alegro de haberte visto aquí. ¡Estaba a punto de irme!","Рада, что застала тебя. Я уже собралась улетать!","とにかく ここで あなたに お会いできてよかった。ちょうど しゅっぱつする ところだったの！","Enfim, ainda bem que encontrei você aqui. Estava prestes a partir!","总之呢，很高兴在这里遇到你。我要出发了！"
"I'll see you around, buddy.","PRINCESS Bee","I'll see you around, buddy.","Man sieht sich, Buddy.","Berriro ikusi arte, laguna.","Ci si vede, amica.","Nos vemos, amiga.","До скорого, подруга!","また会いましょうね。","Te vejo por aí, amiguinha.","再见了，小家伙。"
"I'll see you around,  princess spider.","PRINCESS Bee","I'll see you around,  princess spider.","Man sieht sich, Spinnenprinzessin.","Berriro ikusi arte, armiarma printzesa.","Ci si vede, principessa ragno.","Nos vemos, princesa araña.","До скорой встречи, принцесса-паучок.","近いうちにまた会いましょう。クモの王女さま。","Te vejo por aí, princesa aranha.","再见了，小蛛儿公主。"
"Don't go on any big adventures without me!","PRINCESS Bee","Don't go on any big adventures without me!","Geh auf keine großen Abenteuer ohne mich!","Ez zaitez abentura handietara abiatu ni gabe!","Non osare andare all'avventura senza di me!","¡No te vayas de aventuras sin mí!","Обязательно позови меня, если надумаешь отправиться в новое приключение!","わたしぬきで ぼうけんに出ちゃ イヤよ！","Não comece nenhuma aventura sem mim!","再进行大冒险的话一定要带上我！"
"Hi buddy! It's so good to see you.","Moth","Hi buddy! It's so good to see you.","Hey, Buddy. Wie schön, dich zu sehen.","Kaixo, adiskide! Pozgarria da zu ikustea.","Ehilà! È così bello vederti.","¡Hola, amiga! Me alegro mucho de verte.","Привет, подруга! Рад тебя видеть.","やあ おちびさん！　また会えて うれしいよ。","E aí, amiguinha! Que bom te ver!","嗨，小家伙！很高兴见到你。"
"I hope the two of you are settling back in okay.","Moth","I hope the two of you are settling back in okay.","Ich hoffe, ihr beide habt wieder gut zueinander gefunden.","Espero dut zuok biok lasaitasunera bueltatuko zinetela.","Spero che sia tornato tutto alla normalità per voi.","Espero que os estéis asentando bien los dos.","Надеюсь, у вас обоих все хорошо.","きみと こいグモさんに いつもの生活が もどっていると いいけど。","Espero que as coisas estejam voltando ao normal pra vocês.","希望你们俩已经安顿下来了。"
"Lovely to have a bit of peace at the old tree again.","Moth","Lovely to have a bit of peace at the old tree again.","Es tut gut, am alten Baum wieder etwas Ruhe zu finden.","Ederra da zuhaitz zaharra berriro bakean ikustea.","È bello poter vivere di nuovo in pace all'ombra del grande albero.","Es genial poder disfrutar de un poco de paz en este viejo árbol de nuevo.","Как же хорошо снова наслаждаться покоем на старом добром дереве.","いつもの木に へいわが もどってきたのは ぼくも うれしいね。","É ótimo ter um pouco de paz na velha árvore novamente.","能在这棵老树上享受一点安宁时光可真好呀。"
"That was more than enough adventure for my lifetime!","Moth","That was more than enough adventure for my lifetime!","Ich habe für den Rest meines Lebens genug von Abenteuern!","Nik behintzat nahikoa abentura izan dut bizi osorako!","Dopo questa avventura, ne ho abbastanza per una vita intera!","¡Creo que he vivido suficientes aventuras para el resto de mi vida!","Этого приключения мне хватило на всю жизнь!","一生ぶんの ぼうけんをした気分だよ！","Aquilo já foi aventura o suficiente pra uma vida inteira!","那场冒险对我这辈子来说已经足够了！"
"Wasn't that a cool mission?","Teen beetle","Wasn't that a cool mission?","War das nicht eine coole Mission?","Misio txundigarria izan da hau, ezta?","Non è stata una missione bellissima?","¡Vaya pasada de misión!","Классная экспедиция!","いかしたミッションだったな！","Aquela missão não foi demais?","那场行动可真酷呀，对吧？"
"Did you see me pulling the balloon?","Teen beetle","Did you see me pulling the balloon?","Hast du gesehen, wie ich den Ballon gezogen hab?","Ikusi nauzu, globotik tiraka?","Hai visto come tiravo la mongolfiera?","¿Has visto cómo tiraba del globo?","Видели, как я тянул воздушный шар?","飛行船（ひこうせん）を ひっぱるオレ かっこよかっただろ！","Você me viu puxando o balão?","你看到我拉气球了吗？"
"I was all BZZZZZ, and you were all ZOOOOM, ZAP!","Teen beetle","I was all BZZZZZ, and you were all ZOOOOM, ZAP!","Ich so BZZZZ, und ihr alle so ZOOOOM, ZAPP!","Hor nenbilen ni, BZZZZZ, eta gero zuk ZOOOOM, ZAP!","Io facevo BZZZZZ e tu SWISSSH, ZAP!","¡Yo estaba en plan BZZZ y tú estabas en plan BROOOM, ZAP!","Я такой: «БЗ-З-З-З», а вы все такие: «ВЖУХ, БАХ!»","ブーーーーンといって みんなドッカーンって かんじだったな！","Eu fui todo BZZZ, e você foi lá e ZOOOOM, ZAP!","我就那样嗡嗡嗡，你就那样嗖嗖嗖！"
"It was awesome!","Teen beetle","It was awesome!","Total abgefahren!","Kristona izan da!","È stato incredibile!","¡Ha sido increíble!","Это было просто потрясно!","すごかったー！","Foi incrível!","太棒了！"
"Thanks for helping me leave the old dung ball.","Teen beetle","Thanks for helping me leave the old dung ball.","Danke, dass du mir geholfen hast, den alten Mistklumpen zu verlassen.","Milesker gorotz bola zaharra uzten laguntzeagatik.","Grazie per avermi aiutato a staccarmi dalla palla di sterco.","Gracias por ayudarme a irme de la vieja bola de estiércol.","Спасибо, что помогла мне выйти из навозного шарика.","フン玉を出る きっかけに なってくれて ありがとう。","Valeu por me tirar daquela bola de esterco velha.","谢谢你帮我离开那个老粪球。"
"This whole outside world thing is so much more fun than I thought!","Teen beetle","This whole outside world thing is so much more fun than I thought!","Die Welt da draußen macht mehr Spaß, als ich gedacht hätte!","Kanpoko mundu hau uste baino dibertigarriagoa da!","Il mondo qui fuori è molto più divertente di quanto pensassi!","¡Esto del mundo exterior es mucho más divertido de lo que pensaba!","Этот мир оказался гораздо веселее, чем я думал!","外の せかいは、思ってたより ずーっと楽しいや！","O mundo real é muito mais divertido do que eu pensava!","外面的世界比我想象的要有趣得多！"
"Let me know when the next mission is gonna be.","Teen beetle","Let me know when the next mission is gonna be.","Sag Bescheid, wenn du weißt, wann die nächste Mission losgeht.","Abisatu beste misio bat daukazunean.","Fammi sapere quando sarà la prossima missione.","Avísame cuando sepas más de la próxima misión.","Скажи, когда соберешься в следующую экспедицию!","つぎのミッションには また さそってくれよ。","Me avise quando partir pra próxima missão.","下次再有任务的话，要叫上我哦。"
"I'm gonna be the muscle!","Teen beetle","I'm gonna be the muscle!","Ich bring die Muskelkraft mit!","Ni izango naiz misioko muskulua!","Ci penserò io a usare i muscoli!","¡Yo me encargaré de las cosas chungas!","Я сделаю всю грязную работу!","にくたいろうどうは まかせてくれ！","Eu te ajudo com força bruta!","我来组成肌肉！"
"Oh hey there!","Vlad the ant","Oh hey there!","Oh, hallo!","Oh, kaixo!","Oh, ehilà!","¡Anda, hola!","О, привет!","やあ どうも！","Opa, e aí, dona aranha!","哦，你好呀！"
"I was just debriefing Carl here about our airship trip!","Vlad the ant","I was just debriefing Carl here about our airship trip!","Ich habe gerade mit Carl über den Flug mit dem Luftschiff gesprochen.","Carli aireontziko txangoaren berri ematen nenbilen!","Stavo facendo rapporto a Carl sul nostro viaggio in mongolfiera!","¡Estaba informando a Carl sobre nuestro viaje en globo!","Мы только что провели с Карл совещание по поводу путешествия на воздушном корабле!","カールに、飛行船（ひこうせん）の たびの ほうこくを してたんだ！","Tava conversando aqui com a Carl sobre a nossa viagem com o balão!","我正在跟卡尔汇报我们的飞艇之旅！"
"She's got some new plans brewing!","Vlad the ant","She's got some new plans brewing!","Sie schmiedet schon neue Pläne!","Plan berriak darabilzki buruan!","Dice che sta già lavorando a un nuovo progetto!","¡Está trabajando en algo nuevo!","У нее появились новые идеи!","いろいろと、新しい けいかくが あるってよ！","Ela tá bolando uns planos novos!","她已经在酝酿一些新计划了！"
"Comrade Vlad has collected a lot of useful data for us.","Carl the ant","Comrade Vlad has collected a lot of useful data for us.","Genossin Vlad hat eine Menge sehr nützlicher Daten für uns gesammelt.","Vlad burkideak informazio erabilgarri mordoa bildu du guretzako.","Il compagno Vlad ha raccolto dati molto utili.","La camarada Vlad ha recopilado un montón de información útil.","Товарищ Влад собрала для нас множество ценных данных.","同志（どうし）ヴラドが いろいろ やくだつデータを あつめてくれてね。","O camarada Vlad juntou muitos dados importantes pra gente.","弗拉基同志帮我们收集了好多有用数据。"
"If we can better integrate the heated airship technology into the Mech-Ant,","Carl the ant","If we can better integrate the heated airship technology into the Mech-Ant,","Wenn wir die Wärmetechnologie des Luftschiffs besser in die Robomeise integrieren können,","Aire bero bidezko aireontziaren teknologia Inurri Mekanikoarekin integratuz...","Se riuscissimo a integrare la tecnologia della mongolfiera nella Formecha,","Si somos capaces de integrar la tecnología del globo aerostático en la mecahormiga,","Если мы совместим технологию нагревания воздуха для полетов и мехмура,","飛行船（ひこうせん）の ぎじゅつを、メカアントに もっと うまく とりいれられたら、","Se conseguirmos integrar a tecnologia de ar quente do balão com a Formiga-mecânica,","如果我们能把飞艇的加热技术更好地融入到机械蚁中，"
"we'll be able to deploy ground defenses against the fire ants at a moment's notice!","Carl the ant","we'll be able to deploy ground defenses against the fire ants at a moment's notice!","könnten wir jederzeit vom Boden aus Verteidigungsmaßnahmen gegen die Feuerameisen starten.","... suzko inurrien aurkako lurreko defentsak aktibatu ahalko ditugu istantean.","potremmo schierare delle difese di terra contro le formiche rosse al volo!","¡podremos desplegar nuestras defensas contra las hormigas rojas al momento!","то сможем мгновенно разворачивать полевые оборонительные сооружения в случае нашествия огненных муравьев!","ヒアリが おそってきても すぐに、地上ぼうえいさくせんを てんかいできる！","vamos poder mobilizar defesas terrestres contra as formigas-de-fogo em questão de segundos!","那我们就能立即部署对火蚁的地面防御力量！"
