"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Hi buddy! It's so good to see you.","Moth","Kaixo, adiskide! Pozgarria da zu ikustea.","Hey, Buddy. Wie schön, dich zu sehen.","Salut, copine ! Je suis content de te revoir.","Ehilà! È così bello vederti.","¡Hola, amiga! Me alegro mucho de verte.","Привет, подруга! Рад тебя видеть.","やあ おちびさん！　また会えて うれしいよ。","E aí, amiguinha! Que bom te ver!","嗨，小家伙！很高兴见到你。"
"I hope the two of you are settling back in okay.","Moth","Espero dut zuok biok lasaitasunera bueltatuko zinetela.","Ich hoffe, ihr beide habt wieder gut zueinander gefunden.","J'espère que toi et ton compagnon avez pu reprendre votre vie tranquillement.","Spero che sia tornato tutto alla normalità per voi.","Espero que os estéis asentando bien los dos.","Надеюсь, у вас обоих все хорошо.","きみと こいグモさんに いつもの生活が もどっていると いいけど。","Espero que as coisas estejam voltando ao normal pra vocês.","希望你们俩已经安顿下来了。"
"Lovely to have a bit of peace at the old tree again.","Moth","Ederra da zuhaitz zaharra berriro bakean ikustea.","Es tut gut, am alten Baum wieder etwas Ruhe zu finden.","C'est tellement agréable que le vieil arbre soit de nouveau en paix.","È bello poter vivere di nuovo in pace all'ombra del grande albero.","Es genial poder disfrutar de un poco de paz en este viejo árbol de nuevo.","Как же хорошо снова наслаждаться покоем на старом добром дереве.","いつもの木に へいわが もどってきたのは ぼくも うれしいね。","É ótimo ter um pouco de paz na velha árvore novamente.","能在这棵老树上享受一点安宁时光可真好呀。"
"That was more than enough adventure for my lifetime!","Moth","Nik behintzat nahikoa abentura izan dut bizi osorako!","Ich habe für den Rest meines Lebens genug von Abenteuern!","J'ai eu assez d'aventures pour le reste de ma vie !","Dopo questa avventura, ne ho abbastanza per una vita intera!","¡Creo que he vivido suficientes aventuras para el resto de mi vida!","Этого приключения мне хватило на всю жизнь!","一生ぶんの ぼうけんをした気分だよ！","Aquilo já foi aventura o suficiente pra uma vida inteira!","那场冒险对我这辈子来说已经足够了！"
"Wasn't that a cool mission?","Teen beetle","Misio txundigarria izan da hau, ezta?","War das nicht eine coole Mission?","C'était cool comme mission, non ?","Non è stata una missione bellissima?","¡Vaya pasada de misión!","Классная экспедиция!","いかしたミッションだったな！","Aquela missão não foi demais?","那场行动可真酷呀，对吧？"
"Did you see me pulling the balloon?","Teen beetle","Ikusi nauzu, globotik tiraka?","Hast du gesehen, wie ich den Ballon gezogen hab?","Tu as vu quand j'ai tiré la montgolfière ?","Hai visto come tiravo la mongolfiera?","¿Has visto cómo tiraba del globo?","Видели, как я тянул воздушный шар?","飛行船（ひこうせん）を ひっぱるオレ かっこよかっただろ！","Você me viu puxando o balão?","你看到我拉气球了吗？"
"I was all BZZZZZ, and you were all ZOOOOM, ZAP!","Teen beetle","Hor nenbilen ni, BZZZZZ, eta gero zuk ZOOOOM, ZAP!","Ich so BZZZZ, und ihr alle so ZOOOOM, ZAPP!","Moi je faisais BZZZZ, et toi t'as fait ZOOOUUUM, et puis ZAP !","Io facevo BZZZZZ e tu SWISSSH, ZAP!","¡Yo estaba en plan BZZZ y tú estabas en plan BROOOM, ZAP!","Я такой: «БЗ-З-З-З», а вы все такие: «ВЖУХ, БАХ!»","ブーーーーンといって みんなドッカーンって かんじだったな！","Eu fui todo BZZZ, e você foi lá e ZOOOOM, ZAP!","我就那样嗡嗡嗡，你就那样嗖嗖嗖！"
"It was awesome!","Teen beetle","Kristona izan da!","Total abgefahren!","C'était trop cool !","È stato incredibile!","¡Ha sido increíble!","Это было просто потрясно!","すごかったー！","Foi incrível!","太棒了！"
"Thanks for helping me leave the old dung ball.","Teen beetle","Milesker gorotz bola zaharra uzten laguntzeagatik.","Danke, dass du mir geholfen hast, den alten Mistklumpen zu verlassen.","Merci de m'avoir aidé à sortir de la vieille boule de bouse.","Grazie per avermi aiutato a staccarmi dalla palla di sterco.","Gracias por ayudarme a irme de la vieja bola de estiércol.","Спасибо, что помогла мне выйти из навозного шарика.","フン玉を出る きっかけに なってくれて ありがとう。","Valeu por me tirar daquela bola de esterco velha.","谢谢你帮我离开那个老粪球。"
"This whole outside world thing is so much more fun than I thought!","Teen beetle","Kanpoko mundu hau uste baino dibertigarriagoa da!","Die Welt da draußen macht mehr Spaß, als ich gedacht hätte!","Le monde extérieur est tellement plus marrant que ce que je croyais !","Il mondo qui fuori è molto più divertente di quanto pensassi!","¡Esto del mundo exterior es mucho más divertido de lo que pensaba!","Этот мир оказался гораздо веселее, чем я думал!","外の せかいは、思ってたより ずーっと楽しいや！","O mundo real é muito mais divertido do que eu pensava!","外面的世界比我想象的要有趣得多！"
"Let me know when the next mission is gonna be.","Teen beetle","Abisatu beste misio bat daukazunean.","Sag Bescheid, wenn du weißt, wann die nächste Mission losgeht.","Préviens-moi quand tu prévoiras ta prochaine mission.","Fammi sapere quando sarà la prossima missione.","Avísame cuando sepas más de la próxima misión.","Скажи, когда соберешься в следующую экспедицию!","つぎのミッションには また さそってくれよ。","Me avise quando partir pra próxima missão.","下次再有任务的话，要叫上我哦。"
"I'm gonna be the muscle!","Teen beetle","Ni izango naiz misioko muskulua!","Ich bring die Muskelkraft mit!","Je te prêterai mes muscles !","Ci penserò io a usare i muscoli!","¡Yo me encargaré de las cosas chungas!","Я сделаю всю грязную работу!","にくたいろうどうは まかせてくれ！","Eu te ajudo com força bruta!","我来组成肌肉！"
"Oh hey there!","Vlad the ant","Oh, kaixo!","Oh, hallo!","Oh, salut toi !","Oh, ehilà!","¡Anda, hola!","О, привет!","やあ どうも！","Opa, e aí, dona aranha!","哦，你好呀！"
"I was just debriefing Carl here about our airship trip!","Vlad the ant","Carli aireontziko txangoaren berri ematen nenbilen!","Ich habe gerade mit Carl über den Flug mit dem Luftschiff gesprochen.","J'étais en train de faire mon rapport à Carl à propos de notre voyage avec l'aéronef !","Stavo facendo rapporto a Carl sul nostro viaggio in mongolfiera!","¡Estaba informando a Carl sobre nuestro viaje en globo!","Мы только что провели с Карл совещание по поводу путешествия на воздушном корабле!","カールに、飛行船（ひこうせん）の たびの ほうこくを してたんだ！","Tava conversando aqui com a Carl sobre a nossa viagem com o balão!","我正在跟卡尔汇报我们的飞艇之旅！"
"She's got some new plans brewing!","Vlad the ant","Plan berriak darabilzki buruan!","Sie schmiedet schon neue Pläne!","Elle a d'autres plans en préparation !","Dice che sta già lavorando a un nuovo progetto!","¡Está trabajando en algo nuevo!","У нее появились новые идеи!","いろいろと、新しい けいかくが あるってよ！","Ela tá bolando uns planos novos!","她已经在酝酿一些新计划了！"
"Comrade Vlad has collected a lot of useful data for us.","Carl the ant","Vlad burkideak informazio erabilgarri mordoa bildu du guretzako.","Genossin Vlad hat eine Menge sehr nützlicher Daten für uns gesammelt.","Camarade Vlad a collecté de nombreuses données utiles pour nous.","Il compagno Vlad ha raccolto dati molto utili.","La camarada Vlad ha recopilado un montón de información útil.","Товарищ Влад собрала для нас множество ценных данных.","同志（どうし）ヴラドが いろいろ やくだつデータを あつめてくれてね。","O camarada Vlad juntou muitos dados importantes pra gente.","弗拉基同志帮我们收集了好多有用数据。"
"If we can better integrate the heated airship technology into the Mech-Ant,","Carl the ant","Aire bero bidezko aireontziaren teknologia Inurri Mekanikoarekin integratuz...","Wenn wir die Wärmetechnologie des Luftschiffs besser in die Robomeise integrieren können,","Si nous parvenons à mieux intégrer la technologie de l'aéronef dans la fourmi-méca,","Se riuscissimo a integrare la tecnologia della mongolfiera nella Formecha,","Si somos capaces de integrar la tecnología del globo aerostático en la mecahormiga,","Если мы совместим технологию нагревания воздуха для полетов и мехмура,","飛行船（ひこうせん）の ぎじゅつを、メカアントに もっと うまく とりいれられたら、","Se conseguirmos integrar a tecnologia de ar quente do balão com a Formiga-mecânica,","如果我们能把飞艇的加热技术更好地融入到机械蚁中，"
"we'll be able to deploy ground defenses against the fire ants at a moment's notice!","Carl the ant","... suzko inurrien aurkako lurreko defentsak aktibatu ahalko ditugu istantean.","könnten wir jederzeit vom Boden aus Verteidigungsmaßnahmen gegen die Feuerameisen starten.","nous pourrons déployer en un clin d'œil notre défense au sol contre les fourmis rouges !","potremmo schierare delle difese di terra contro le formiche rosse al volo!","¡podremos desplegar nuestras defensas contra las hormigas rojas al momento!","то сможем мгновенно разворачивать полевые оборонительные сооружения в случае нашествия огненных муравьев!","ヒアリが おそってきても すぐに、地上ぼうえいさくせんを てんかいできる！","vamos poder mobilizar defesas terrestres contra as formigas-de-fogo em questão de segundos!","那我们就能立即部署对火蚁的地面防御力量！"
"There's still some details to work out. But I think she's onto something with this.","Vlad the ant","Jorratu beharreko xehetasunak daude oraindik. Baina uste dut bide onetik goazela.","Ein paar Details müssen noch geklärt werden, aber ich glaube, an der Sache ist was dran.","On doit encore régler quelques détails, mais je pense que le résultat sera incroyable.","Ci sono ancora alcune cosucce da sistemare, ma sento che funzionerà alla grande.","Todavía faltan algunos detalles, pero puede que haya descubierto algo importante.","Этот план еще нужно доработать, но я думаю, что это прекрасная идея.","まだ細かいところを つめなきゃ いけない。でも かなり いいアイディアだと思うんだ。","Ainda temos alguns detalhes pra acertar, mas acho que ela tá no caminho certo.","还有一些细节需要解决。但是我觉得她已经胸有成竹了。"
"We couldn't have done it without you, Comrade!","Vlad the ant","Ez genuke zu gabe halakorik lortuko, burkide!","Das hätten wir ohne dich nicht geschafft, Genossin!","Nous n'aurions jamais pu le faire sans toi, camarade !","Non ce l'avremmo mai fatta senza di te, compagna!","¡No habríamos sido capaces de hacerlo sin ti, camarada!","Товарищ, без тебя мы бы не справились!","きみの たすけがなければ こうはならなかったよ、同志（どうし）！","Não teríamos conseguido sem você, camarada!","同志，如果没有你，我们肯定做不到这些！"
"Mhhmm, you've been very helpful, Engineer.","Carl the ant","Mhhmm, oso lagungarria izan zara guretzat, ingeniaria.","Mhmm, du warst eine große Hilfe, Pionierin.","Mmmh, ton aide nous a été précieuse, ingénieure.","Già. Sei stata molto utile, geniera.","Mmm, nos has sido de gran ayuda, ingeniera.","Мм-м-м, инженер, ты была очень полезна.","うんうん。きみは本当に いいしごとを してくれたとも、エンジニア。","Verdade, você nos ajudou bastante.","嗯，你对我们很有帮助，工程师。"
"I made the right decision with you.","Carl the ant","Erabaki zuzena hartu nuen zu onartzean.","Es war richtig von mir, in dich zu vertrauen.","Grâce à toi, j'ai pris les bonnes décisions.","Ho riposto bene la mia fiducia.","Tomé la decisión adecuada contigo.","Я приняла правильное решение, назначив тебя.","きみに まかせて、本当に よかった。","Tomei a decisão certa com você.","我果然没看错你。"
