Context Note (not to translate),Speaker,English,Japanese,Korean,Simplified Chinese,Russian,Italian,French,German,Portuguese,Spanish,Traditional Chinese,Polish,Norwegian,Basque,File name,Line number
,Mechanic,I see his tower above us.,あいつの塔が見えてきた。,저 위에 녀석의 탑이 보여.,我看见他的塔楼在我们上面。,Я вижу башню над нами.,La sua torre è proprio sopra di noi.,Veo su torre encima de nosotros.,Ich sehe seinen Turm über uns.,Estou vendo a torre dele acima de nós.,Veo su torre encima de nosotros.,我看見他的塔樓在我們上面。,Widzę nad nami jego wieżę.,Jeg kan se tårnet rett over oss!,Bere dorrea ikusten dut gure gainean.,Dungeon3/Elevator/mainElevatorChase,550
,Mechanic,Let's go.,行こう。,어서 가자.,走吧。,Вперед.,Andiamo!,Vamos.,Auf geht's!,Vamos.,Vamos.,走吧。,Chodźmy.,La oss komme oss opp dit!,Goazen.,Dungeon3/Elevator/mainElevatorChase,550
,Owlboy,The Relics were designed to be the fuel for the Hex.,秘宝はヘクスのエネルギー源。,유물들은 헥스를 위한 연료로써 설계된 거야.,圣物被设计为魔法的燃料。,Реликвии должны были быть топливом для Колдовства.,Le Reliquie sono state create per alimentare il Rito.,Erlikiak Konjurua elikatzeko erregai gisa diseinatu ziren.,Die Relikte wurden als Treibstoff für den Zauber erschaffen.,As Relíquias foram criadas para alimentar a Maldição.,Las Reliquias se crearon para alimentar el Ritual.,聖物被設計為魔法的燃料。,Relikwie miały stanowić paliwo dla Magicznej Machiny.,Vådestenene ble skapt for å gi kraft til <b>Brytelsen<b>.,Erlikiak Konjurua elikatzeko erregai gisa diseinatu ziren.,OwlboyLibrary/start,68
,Owlboy,"Centuries after they were made,<30><nl>the owls were finally ready for their Hex.",数世紀かけて動力をたくわえ、フクロウは<30><nl>ようやくヘクスを起動するにいたった。,"유물이 만들어지고 수 세기 후,<30><nl>마침내 아울들이 헥스의 준비를 마쳤었어.",在建成数个世纪之后，<30><nl>猫头鹰们终于准备好了施放魔法。,"Спустя несколько веков после их создания,<30><nl>совы наконец были готовы совершить Колдовство.","Secoli dopo la loro creazione,<30><nl>i gufi erano finalmente pronti per il Rito.","Hauek sortu eta mendeetara,<30><nl>hontzak azkenik prest ziren Konjurua erabiltzeko.","Jahrhunderte nachdem sie erschaffen wurden,<30><nl>waren die Eulen endlich für ihren Zauber bereit.","Séculos após elas serem fabricadas,<30><nl>as corujas estavam prontas para a Maldição.","Siglos después de su creación,<30><nl>los búhos por fin estuvieron listos para su Ritual.",在建成數個世紀之後，<30><nl>貓頭鷹們終於準備好了施放魔法。,Kilka stuleci po ich stworzeniu<30> sowy były<nl>wreszcie gotowe do użycia Magicznej Machiny.,"Århundrer etter at de ble laget,<30><nl>var uglene endelig klare for <b>Brytelsen<b>.","Hauek sortu eta mendeetara,<30><nl>hontzak azkenik prest ziren Konjurua erabiltzeko.",OwlboyLibrary/start,68
,Mechanic,So what happened?,で、どうなった？,그러고 어떻게 됐어?,发生了什么？,И что произошло потом?,E poi cos'è successo?,Eta zer gertatu zen?,Und was ist dann passiert?,Então o que aconteceu?,"Y entonces, ¿qué pasó?",發生了什麼？,Więc co się stało?,Men hva skjedde?,Eta zer gertatu zen?,OwlboyLibrary/start,77
,Mechanic,Did the Hex work?,ヘクスは成功したの？,헥스라는 걸 성공한 거야?,魔法起作用了吗？,Колдовство сработало?,Il Rito ha funzionato?,Funtzionatu zuen Konjuruak?,Hat der Zauber geklappt?,A Maldição funcionou?,¿El Ritual funcionó?,魔法起作用了嗎？,Czy Magiczna Machina zadziałała?,Funket <b>Brytelsen<b>?,Funtzionatu zuen Konjuruak?,OwlboyLibrary/start,77
,Owlboy,.<10>.<10>.<10>,.<10>.<10>.<10>,…<10>…,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,.<10>.<10>.<10>,OwlboyLibrary/start,89
,Owlboy,It was the biggest disaster in the history of the planet.,有史以来、最悪の大惨事となった。,이 행성의 역사상 가장 큰 재앙이 일어났지.,那是这个星球历史上最大的灾难。,Это была величайшая катастрофа в истории планеты.,È stato il più grande disastro nella storia del pianeta.,Planetaren historian egon den hondamendirik handiena izan zen.,Es war das größte Desaster in der Geschichte des Planeten.,Foi o maior desastre na história do planeta.,Fue el mayor desastre en la historia del planeta.,那是這個星球歷史上最大的災難。,Była to największa katastrofa w historii planety.,Det ble den verste katastrofen i historien.,Planetaren historian egon den hondamendirik handiena izan zen.,OwlboyLibrary/start,95
,Mechanic,But..!,けど...！,하지만…!,但是……！,Но..!,Ma...!,Baina..!,Aber ...,Mas..!,¡Pero...!,但是……！,Ale...!,Men..!,Baina..!,OwlboyLibrary/start,119
,Mechanic,The Anti-Hex!,アンチヘクスだ！,안티헥스!,解开魔法！,Контрколдовство!,L'Antirito!,Antikonjurua!,Der Anti-Zauber!,A Anti-maldição!,¡El Antirritual!,解開魔法！,Antymagiczna Machina!,<b>Ombrytelsen<b>!,Antikonjurua!,OwlboyLibrary/start,119
,Mechanic,You mentioned something about an Anti-Hex!,そいつでもとへ戻せるんだろ！,안티헥스라는 게 있다며!,你提到过有关解开魔法的事！,Ты упоминал о каком-то Контрколдовстве!,Hai parlato di un Antirito!,Antikonjuru bat aipatu duzu lehen!,Du hast einen Anti-Zauber erwähnt!,Você disse algo sobre uma Anti-maldição!,¡Dijiste algo sobre un Antirritual!,你提到過有關解開魔法的事！,Wspomniałeś coś o Antymagicznej Machinie!,Du nevnte noe om en <b>Ombrytelse<b>!,Antikonjuru bat aipatu duzu lehen!,OwlboyLibrary/start,119
,Owlboy,This library was built to find a way to bring<nl>the planet's expansion under control and reverse it.,この図書館は惑星の膨張をコントロールし、<nl>逆進させる方法を見つけるために作られた。,이 도서관은 행성의 팽창을 제어하고<nl>원래대로 되돌릴 방법을 찾기 위해 지어진 거야.,建造这个图书馆是为了寻找<nl>控制并逆转这个星球的膨胀方法。,"Эту библиотеку построили, чтобы найти способ<nl>остановить воспарение островов и обратить его.",Questa biblioteca è stata costruita per trovare un modo per riportare<nl>sotto controllo l'espansione del pianeta e invertirla.,Liburutegi hau planetaren sakabanatzea kontrolatu<nl>eta desegiteko modua aurkitzeko eraiki zen.,"Diese Bibliothek wurde errichtet, um eine Möglichkeit zu<nl>finden, die Ausdehnung des Planeten unter<nl>Kontrolle zu bringen und sie umzukehren.",Esta biblioteca foi construída para descobrirem um jeito de<nl>controlarem a expansão do planeta e a reverter.,Esta biblioteca se construyó para encontrar<nl>una manera de controlar la expansión del planeta e invertirla.,建造這個圖書館是為了尋找<nl>控制並逆轉這個星球的膨脹方法。,Ta biblioteka miała zawierać wiedzę potrzebną do zatrzymania<nl>rozszerzania się planety i odwrócenia tego procesu.,Biblioteket ble bygget for å finne svar på hvordan<nl>vi kunne reversere planetens utvidelse.,Liburutegi hau planetaren sakabanatzea kontrolatu<nl>eta desegiteko modua aurkitzeko eraiki zen.,OwlboyLibrary/start,126
,Owlboy,"When I found it, I learned that the owls created<nl>Relics which have been absorbing power for centuries.",ボクはこの場所でフクロウが秘宝をつくり、<nl>何世紀も動力をためこんできたのだと知った。,"나는 이곳을 발견하고 나서, 아울들이 만들어낸 유물이<nl>수 세기 간 힘을 축적해왔다는 걸 알게 됐어.",当我找到图书馆的时候，我发现猫头鹰们创造了<nl>一些圣器，已经吸收了数个世纪的能量。,"Когда я ее нашел, то узнал, что совы создали<nl>реликвии, которые накапливали силу много веков.","Quando l'ho trovata, ho scoperto che le Reliquie<nl>create dai gufi stanno accumulando potere da secoli.","Aurkitu nuenean, ikasi nuen hontzek Erlikiak sortu zituztela,<nl>eta mendeetan boterea biltzen aritu direla.","Als ich sie entdeckt habe, erfuhr ich, dass die Eulen<nl>Relikte erschaffen hatten, die über Jahrhunderte<nl>hinweg Energie absorbiert hatten.","Quando a encontrei, descobri que as corujas criaram<nl>Relíquias que ficaram absorvendo poder durante séculos.","Cuando la encontré, descubrí que los búhos crearon<nl>Reliquias que llevan siglos acumulando poder.",當我找到圖書館的時候，我發現貓頭鷹們創造了<nl>一些聖器，已經吸收了數個世紀的能量。,"Gdy ją odkryłem, dowiedziałem się, że sowy stworzyły<nl>relikwie, które przez całe wieki pochłaniały energię.","Jeg fant biblioteket, og lærte at uglene har latt Vådestenene vente i århundrer.","Aurkitu nuenean, ikasi nuen hontzek Erlikiak sortu zituztela,<nl>eta mendeetan boterea biltzen aritu direla.",OwlboyLibrary/start,126
,Owlboy,"Now they are ready to be used for the <b>Anti-Hex<b>,<nl>which will bring the islands back down to the ocean.",今やエネルギーは十分ある。<b>アンチヘクス<b>を<nl>起動すれば、島々は海へ舞いもどるはずだ。,그 유물들은 이제 <b>안티헥스<b>를 하기에 충분하겠지.<nl>성공한다면 섬들이 다시 바다로 되돌아갈 거야.,现在它们可以用来施放<b>解开魔法<b>，<nl>解开魔法会让这些岛屿降回到大海里。,"Теперь они готовы, и их можно использовать для <b>Контрколдовства<b>,<nl>чтобы опустить парящие острова обратно в океан.","Ora sono pronte per essere usate per l'<b>Antirito<b>,<nl>che riporterà le isole a terra.","Orain <b>Antikonjuruan<b> erabiltzeko gertu daude,<nl>eta honela uharteak berriro ozeanoraino jaitsiko dira.","Jetzt sind sie so weit, um für den <b>Anti-Zauber<b> verwendet<nl>zu werden, der die Inseln wieder in den Ozean bringt.",Agora estão prontas para serem usadas para a <b>Anti-Maldição<b><nl>que colocará as ilhas de volta no oceano.,"Ahora están listas para ser utilizadas para crear el <b>Antirritual<b>,<nl>lo que hará que las islas vuelvan a descender al océano.",現在它們可以用來施放<b>解開魔法<b>，<nl>解開魔法會讓這些島嶼降回到大海裡。,"Teraz relikwie są gotowe i można ich użyć do stworzenia <b>Antymagicznej Machiny<b>,<nl>która sprowadzi wyspy z powrotem na ocean.","Nå er de klare til å brukes til <b>Ombrytelsen<b>,<nl>som vil få planeten til å trekke seg sammen igjen!","Orain <b>Antikonjuruan<b> erabiltzeko gertu daude,<nl>eta honela uharteak berriro ozeanoraino jaitsiko dira.",OwlboyLibrary/start,126
,Owlboy,THAT is what I'm preparing.,ボクはその準備をしている。,…그렇게 나는 준비하고 있었어.,这就是我准备做的。,ЧТО я и собираюсь сделать.,È QUESTO che sto preparando.,HORI da prestatzen ari naizena.,"DAS ist es, was ich vorbereite.",É ISSO que estou preparando.,ESO es lo que estoy preparando.,這就是我準備做的。,TYM właśnie się zajmuję.,DET er det jeg har drevet med.,HORI da prestatzen ari naizena.,OwlboyLibrary/start,140
,Owlboy,An Anti-Hex to save the world!,アンチヘクスで世界を救おうと！,세상을 구할 안티헥스를 말이야!,用解开魔法拯救世界！,"Контрколдовство, чтобы спасти мир!",Un Antirito per salvare il mondo!,Mundua salbatzeko Antikonjuru bat!,"Einen Anti-Zauber, um die Welt zu retten!",Uma Anti-Maldição para salvar o mundo!,¡Un Antirritual para salvar el mundo!,用解開魔法拯救世界！,"Antymagiczną Machiną, która ocali świat!",En <b>Ombrytelse<b> som kan redde verden!,Mundua salbatzeko Antikonjuru bat!,OwlboyLibrary/start,140
,Mechanic,...,...,…,……,...,...,...,...,...,...,……,...,...,...,OwlboyLibrary/start,148
,Alphonse,...,...,…,……,...,...,...,...,...,...,……,...,...,...,OwlboyLibrary/start,153
,Spiderguy,...,...,…,……,...,...,...,...,...,...,……,...,...,...,OwlboyLibrary/start,158
,Mechanic,Man...,だったら...,세상에…,天哪……,Блин...,Cavolo...,Motel...,Mann ...,Cara...,Jo...,天哪……,O rety...,Pokker...,Motel...,OwlboyLibrary/start,167
,Mechanic,"You should have told us, Solus.",先に言ってくれよ、ソラス。,"왜 말을 안 했어, 솔루스?",你应该告诉我们的，Solus。,"Надо было тебе сразу нам все рассказать, Солус.","Avresti dovuto dircelo, Solus.","Lehenago esan behar zenigun, Solus.","Das hättest du uns sagen sollen, Solus!","Você devia ter dito antes, Solus.","Deberías habérnoslo dicho, Solus.",你應該告訴我們的，Solis。,"Powinieneś był nam to wcześniej powiedzieć, Solusie.",Du skulle fortalt oss dette Solus!,"Lehenago esan behar zenigun, Solus.",OwlboyLibrary/start,167
,Mechanic,Why did you try to do this all on your own?,なんで一人でやるのさ？,왜 모든 걸 혼자서 하려 했던 거야?,你为什么打算自己一个人做这件事？,Почему ты пытался все сделать сам?,Perché hai cercato di fare tutto da solo?,Zergatik saiatu zinen guztia zure kabuz egiten?,Warum wolltest du das alles ganz allein tun?,Por que você está tentando fazer isso tudo sozinho?,¿Por qué has intentado hacerlo todo tú solo?,你為什麼打算自己一個人做這件事？,Dlaczego próbowałeś wszystko zrobić na własną rękę?,Hvorfor prøvde du å gjøre dette på egen hånd?,Zergatik saiatu zinen guztia zure kabuz egiten?,OwlboyLibrary/start,167
,Owlboy,!!!,！！！,!!!,！！！,!!!,!!!,!!!,!!!,!!!,¡¡¡!!!,！！！,!!!!,!!!,!!!,OwlboyLibrary/start,182
,Owlboy,<20>I-<40>I didn't!,<20>や、<40>やってない！,<20>그… <40>그런 게 아니야!,<20>我——<40>我没有！,<20>Я-<40>я и не пытался!,<20>Non-<40>Non l'ho fatto!,<20>E-<40>Ez nuen halakorik egin!,<20>D-<40>Das wollte ich nicht!,<20>E-<40>eu não tentei!,¡<20>No... <40>no fue así!,<20>我——<40>我沒有！,<20>Wcale <40>nie próbowałem!,<20>J-<40>Jeg gjorde ikke det!,<20>E-<40>Ez nuen halakorik egin!,OwlboyLibrary/start,191
,Owlboy,I got the pirates to help me by promising them power!,力と引きかえに、海賊の助けを借りた！,이미 힘을 주기로 약속하고 꼬드긴 해적들이 있었다고!,我向海盗许诺给他们力量，让他们帮助我！,"Я обманом заставил пиратов помогать мне, пообещав им власть!",Ho convinto i pirati ad aiutarmi<nl>promettendo loro potere!,"Piratek laguntza ematea lortu nuen, trukean boterea hitzemanez.","Ich habe die Piraten dazu gebracht, mir zu<nl>helfen, indem ich ihnen Macht versprach!",Eu consegui a ajuda dos piratas prometendo poder!,¡Convencí a los piratas para que me ayudaran prometiéndoles poder!,我向海盜許諾給他們力量，讓他們協助我！,"Nakłoniłem piratów do pomocy, obiecując im potęgę!",Jeg fikk piratene til å hjelpe meg ved å love dem makt!,"Piratek laguntza ematea lortu nuen, trukean boterea hitzemanez.",OwlboyLibrary/start,191
,Alphonse,"...Tricking the pirates led to the destruction of Advent, Solus.",...その結果、アドヴェントはほろびたのだぞ、ソラス。,"…자네가 해적을 속여서 어드벤트가 파괴되었네, 솔루스.",……欺骗那些海盗导致了Advent的毁灭，Solus。,"...Обман пиратов привел к разрушению Адвента, Солус.","… Ingannare i pirati ha portato alla<nl>distruzione di Advent, Solus.","...Piratak engainatzeak ekarri zuen Abenduren suntsiketa, Solus.","... die Piraten auszutricksen hat zur Zerstörung<nl>von Advent geführt, Solus!","... Enganar os piratas causou a destruição de Advent, Solus.","... Engañar a los piratas llevó a la destrucción de Adviento, Solus.",……欺騙那些海盜導致了Advent的毀滅，Solus。,"...Solusie, oszukanie piratów doprowadziło do zniszczenia Advent.","...Å involvere piratene endte opp med Advents ødeleggelse, Solus.","...Piratak engainatzeak ekarri zuen Abenduren suntsiketa, Solus.",OwlboyLibrary/start,200
